gemeente,gemeente_id,bureau_id,bureau_label,bureau_zip,total_counted,cast,votes_ongeldig,votes_blanco,50PLUS,VVD,Staatkundig Gereformeerde Partij (SGP),Water Natuurlijk,Gemeentebelangen Drenthe~Overijssel,ChristenUnie,AWP niet politiek wel deskundig,CDA,Ons Water,West-Brabant Waterbreed,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Lokaal Limburg,Waterbelang Maastricht,SGP-ChristenUnie,Ons-Platteland,ChristenUnie-SGP,Trots op Nederland (TROTS),Vrienden van de Berkel,Vereniging Dorpshuizen en Kleine Kernen,Betaalbaar Water,Lokaal Waterbeheer,Verenigde Senioren Partij,"Groen, Water & Land",Natuurlijk BBW,Ouderen Appèl - Hart voor Water,Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,AWP Niet Politiek Wel Deskundig,"AWPenLRR niet politiek, wel lokaal",Waterschapspartij Hollandse Delta,Hollandse Delta Natuurlijk,OUDERENPARTIJ,,Waterschap@inwonersbelangen,"AWP niet politiek, wel deskundig",FNP,Lagere Lasten Burger,Werken aan Water,De Groenen,Socialistische Waterschapsvereniging,Forum Duurzaam Effectief Waterschap,De Republikeinse Politieke Partij,QUEER,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),Waterschapspartij PUUR.,"Water, Wonen en Natuur",ChristenUnie/SGP,Werk aan Water Flevoland,OPA
Zwolle,0193,0193::SB61,Stembureau Stembureau School De Octopus,8016 GB,912,1388,1,22,60,155,9,255,57,154,131,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB62,Stembureau Stembureau School Talentum,8014 BK,761,1209,2,10,41,142,10,202,58,128,102,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB63,Stembureau Stembureau Wijkcentrum De Vlasakkers,8022 PZ,484,1305,9,16,40,80,4,116,49,73,67,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB64,Stembureau Stembureau Recreatiezaal Parkzicht,8023 XT,634,1241,1,19,48,125,17,154,31,100,84,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB65,Stembureau Stembureau Cultuurhuis Stadshagen,8043 LT,1138,1639,2,32,53,243,16,276,72,205,156,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB66,Stembureau Stembureau Sportpark De Verbinding,8044 PG,795,1856,2,19,31,223,26,150,57,137,85,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB67,Stembureau Stembureau NS Station,8011 CW,522,0,1,17,14,72,11,189,39,82,83,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB68,Stembureau Stembureau Mobiel Stembureau,8017 JZ,139,0,1,4,12,37,2,29,8,16,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB69,Stembureau Stembureau Deltion College,8031 AB,158,0,1,1,8,33,0,49,14,10,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB1,Stembureau Stadhuis,3011 AD,579,430,7,24,48,122,,193,,,47,19,,,116,,,,,,,,,,,,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB2,Stembureau BS De Vier Leeuwen,3031 XH,935,2895,19,31,126,149,,281,,,54,49,,,227,,,,,,,,,,,,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB3,Stembureau Gymnastieklokaal,3032 AH,376,1647,4,15,32,49,,125,,,29,21,,,103,,,,,,,,,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB6,Stembureau Multifunctioneel Centrum De Kristal,3059 XA,1190,1972,6,25,202,359,,232,,,76,89,,,138,,,,,,,,,,,,52,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB7,Stembureau Sophiahof,3038 SX,712,2022,9,24,64,89,,263,,,37,29,,,169,,,,,,,,,,,,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB8,Stembureau Bergsingelkerk,3037 GM,1098,1258,3,33,57,172,,442,,,52,58,,,233,,,,,,,,,,,,51,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB9,Stembureau Volkstuinvereniging De Tochten,3069 ZD,678,1958,2,15,95,156,,199,,,40,50,,,101,,,,,,,,,,,,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB11,Stembureau Serviceflat Statenhove,3039 LH,792,1404,6,22,50,136,,315,,,58,46,,,150,,,,,,,,,,,,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB12,Stembureau Humanitas Bergweg,3037 SK,852,1733,8,19,103,107,,285,,,62,39,,,207,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB14,Stembureau Humanitas Akropolis,3054 RL,705,1083,11,10,112,182,,174,,,35,66,,,89,,,,,,,,,,,,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB17,Stembureau De Vrije Ban,3037 VZ,519,1876,5,40,43,59,,196,,,23,20,,,146,,,,,,,,,,,,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB20,Stembureau Bibliotheek,3011 PV,1257,2352,11,37,75,374,,397,,,76,67,,,215,,,,,,,,,,,,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB21,Stembureau Basisschool Pluspunt,3065 GA,1129,2496,3,18,172,292,,247,,,68,78,,,195,,,,,,,,,,,,48,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB22,Stembureau Huis van de Wijk Mozaïek,3035 CG,478,2078,10,21,40,48,,163,,,37,21,,,143,,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB23,Stembureau STC-SafePort,3016 DH,635,1216,2,10,24,252,,192,,,30,32,,,84,,,,,,,,,,,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB24,Stembureau Sporthal Noorderhavenkade,3038 XG,935,1840,7,29,64,184,,375,,,42,40,,,169,,,,,,,,,,,,44,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB25,Stembureau Gymnastieklokaal,3036 WC,812,2759,18,55,103,71,,247,,,53,40,,,244,,,,,,,,,,,,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB27,Stembureau Gymnastieklokaal,3014 TP,310,932,10,24,28,16,,60,,,25,19,,,142,,,,,,,,,,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB30,Stembureau Th.W. Termaathuis,3062 SJ,741,1114,2,6,15,412,,135,,,38,84,,,36,,,,,,,,,,,,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB31,Stembureau Jan van der Ploeghuis,3036 PD,811,2678,16,41,92,96,,253,,,41,50,,,227,,,,,,,,,,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB32,Stembureau Oosterkapel,3065 AC,1013,1576,27,18,45,403,,239,,,80,88,,,116,,,,,,,,,,,,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB33,Stembureau Rotterdamse Schouwburg,3012 CL,1030,3044,7,23,110,229,,315,,,52,46,,,233,,,,,,,,,,,,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB35,Stembureau Basisschool Pluspunt,3065 GA,1028,1908,8,13,191,225,,245,,,66,63,,,157,,,,,,,,,,,,48,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB36,Stembureau De Scheepsbrug,3011 XZ,827,2420,2,8,52,242,,271,,,49,52,,,125,,,,,,,,,,,,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB37,Stembureau Wooncomplex De Sevencamp,3069 XZ,755,2323,7,9,174,102,,133,,,47,45,,,180,,,,,,,,,,,,46,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB38,Stembureau Gymnastieklokaal,3014 VG,474,1986,12,28,42,47,,136,,,39,30,,,155,,,,,,,,,,,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB39,Stembureau Sporthal Snelleman,3035 VL,761,2827,24,54,104,76,,227,,,52,37,,,219,,,,,,,,,,,,26,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB40,Stembureau Pompgebouw De Esch,3063 HC,826,3515,6,28,124,135,,245,,,53,46,,,166,,,,,,,,,,,,33,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB41,Stembureau Gymnastieklokaal,3069 XJ,596,1408,3,5,124,91,,153,,,55,22,,,98,,,,,,,,,,,,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB43,Stembureau De Buurvrouw (v.h. LCC Castagnet),3053 LG,914,2395,5,19,91,182,,319,,,45,75,,,159,,,,,,,,,,,,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB44,Stembureau Ontmoetingscentrum Prinsenhof,3066 BH,881,1923,5,7,227,121,,188,,,54,60,,,170,,,,,,,,,,,,39,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB45,Stembureau Basisschool Noen,3034 SL,1118,2937,6,36,96,187,,345,,,60,66,,,283,,,,,,,,,,,,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB46,Stembureau Parkflat Arcadia,3054 TC,663,1396,3,18,126,172,,141,,,39,40,,,87,,,,,,,,,,,,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB47,Stembureau Clubhuis De Branding,3034 CS,683,1981,9,57,89,49,,158,,,41,36,,,258,,,,,,,,,,,,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB48,Stembureau Prinsekerk,3039 NC,984,1713,5,27,65,139,,421,,,55,37,,,188,,,,,,,,,,,,60,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB49,Stembureau Hoppesteyn,3034 CA,825,2858,13,39,170,116,,188,,,38,54,,,193,,,,,,,,,,,,47,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB51,Stembureau BS Albert Plesman,3068 BS,848,1054,18,7,135,174,,196,,,69,73,,,132,,,,,,,,,,,,43,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB52,Stembureau Schiehoven,3052 JA,600,2568,7,21,109,47,,131,,,41,31,,,178,,,,,,,,,,,,42,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB53,Stembureau Sportcentrum De Wilgenring,3052 KV,455,1205,4,15,81,58,,140,,,34,26,,,86,,,,,,,,,,,,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB56,Stembureau Stadsarchief,3032 CG,861,2604,6,22,80,169,,271,,,61,38,,,189,,,,,,,,,,,,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB60,Stembureau Serviceflat Rehoboth,3066 NM,787,1687,6,17,131,77,,151,,,70,48,,,126,,,,,,,,,,,,158,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB61,Stembureau Open Hofkerk,3069 EA,1453,2520,10,25,298,195,,338,,,105,141,,,237,,,,,,,,,,,,95,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB63,Stembureau Basisschool De Pionier,3067 WL,359,1318,3,18,66,38,,91,,,21,31,,,78,,,,,,,,,,,,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB64,Stembureau Gymnastieklokaal,3067 AL,658,1297,5,14,108,77,,131,,,39,62,,,126,,,,,,,,,,,,89,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB65,Stembureau LCC Romeynshof,3068 JL,512,950,7,19,109,62,,106,,,48,41,,,96,,,,,,,,,,,,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB66,Stembureau Sporthal Kralingen,3061 CR,1063,2614,9,37,132,173,,299,,,75,54,,,266,,,,,,,,,,,,42,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB67,Stembureau De Evenaar,3067 DX,678,1670,4,17,130,113,,155,,,47,35,,,120,,,,,,,,,,,,60,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB68,Stembureau Basisschool Arent,3061 KZ,1170,2386,10,27,97,263,,345,,,58,66,,,273,,,,,,,,,,,,42,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB69,Stembureau Basisschool De Kleine Prins,3067 XC,753,1417,2,18,100,144,,204,,,53,56,,,120,,,,,,,,,,,,46,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB72,Stembureau Basisschool De Kleine Wereld,3061 EW,337,846,1,6,18,99,,107,,,17,22,,,60,,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB73,Stembureau Laurens Blijdorp,3039 KS,979,2127,6,35,75,172,,364,,,61,72,,,180,,,,,,,,,,,,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB76,Stembureau Dijckhove,3015 AA,616,1257,3,19,25,166,,213,,,25,35,,,114,,,,,,,,,,,,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB77,Stembureau t Hofje van Gerrit de Koker,3061 ES,899,2988,8,25,77,224,,241,,,42,77,,,181,,,,,,,,,,,,48,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB78,Stembureau Bethelkerk,3043 TN,475,706,2,15,108,47,,116,,,56,32,,,75,,,,,,,,,,,,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB80,Stembureau Hillegondakerk,3054 NB,1322,2322,1,21,82,506,,416,,,55,70,,,137,,,,,,,,,,,,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB81,Stembureau Vrijeschool Vredehof,3062 EP,1024,1788,11,22,24,408,,299,,,44,80,,,123,,,,,,,,,,,,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB82,Stembureau Basisschool Park16Hoven,3045 BJ,1006,1714,6,14,47,326,,308,,,50,69,,,144,,,,,,,,,,,,32,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB85,Stembureau Parochiehuis Sint Lambertuskerk,3062 VJ,1273,2152,8,31,61,460,,387,,,74,76,,,157,,,,,,,,,,,,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB87,Stembureau Wooncentrum Helga,3067 VM,1020,2684,13,20,162,189,,233,,,64,95,,,137,,,,,,,,,,,,104,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB88,Stembureau Wijkgebouw Rendierhof,3064 AX,604,1326,5,12,121,101,,159,,,38,22,,,95,,,,,,,,,,,,50,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB89,Stembureau Oranjekerk,3051 LS,973,1633,1,17,104,146,,357,,,64,49,,,158,,,,,,,,,,,,61,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB90,Stembureau Basisschool Tarcisius,3051 HE,648,934,1,10,27,161,,259,,,48,33,,,98,,,,,,,,,,,,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB94,Stembureau Gymnastieklokaal,3067 MN,622,1557,2,9,129,111,,120,,,42,32,,,129,,,,,,,,,,,,43,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB95,Stembureau Gymnastieklokaal,3068 GN,610,1982,4,11,96,106,,133,,,41,38,,,157,,,,,,,,,,,,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB98,Stembureau Lommerrijk,3054 AB,408,204,0,7,23,150,,123,,,28,27,,,39,,,,,,,,,,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB100,Stembureau Nieuw Zernike,3068 JB,731,1625,4,21,218,89,,150,,,46,46,,,122,,,,,,,,,,,,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB102,Stembureau Pompgebouw De Esch,3063 HC,809,465,8,18,116,135,,243,,,44,47,,,170,,,,,,,,,,,,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB104,Stembureau Buurt- en Speeltuinvereniging Terbregge,3056 LR,646,1311,2,14,75,153,,186,,,40,37,,,85,,,,,,,,,,,,29,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB105,Stembureau Recreatiecentrum Zevenkampse Ring,3068 HG,605,1400,5,17,126,79,,156,,,46,27,,,131,,,,,,,,,,,,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB107,Stembureau Gymnastieklokaal,3053 VH,990,2533,6,19,150,152,,297,,,85,62,,,170,,,,,,,,,,,,52,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB108,Stembureau De Buurvrouw (v.h. LCC Castagnet),3053 LG,830,60,6,13,71,156,,293,,,62,58,,,133,,,,,,,,,,,,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB109,Stembureau Basisschool De Regenboog Overschie,3043 CH,263,315,0,13,33,62,,81,,,21,17,,,29,,,,,,,,,,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB110,Stembureau Huis van de Wijk Oriënt,3067 MC,520,1296,2,13,138,69,,87,,,31,28,,,113,,,,,,,,,,,,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB111,Stembureau Breggesteyn,3055 HH,892,1566,1,15,70,298,,257,,,69,75,,,79,,,,,,,,,,,,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB112,Stembureau Squash Centrum Ommoord,3068 SB,612,1063,6,13,98,105,,160,,,37,44,,,103,,,,,,,,,,,,44,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB114,Stembureau Gymnastieklokaal,3042 NC,588,1054,22,5,101,96,,137,,,34,42,,,138,,,,,,,,,,,,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB115,Stembureau Gymnastieklokaal,3068 BS,566,1886,5,15,96,82,,137,,,41,37,,,86,,,,,,,,,,,,51,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB116,Stembureau Gymnastieklokaal,3067 AL,528,1642,6,6,91,70,,95,,,33,48,,,108,,,,,,,,,,,,67,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB117,Stembureau Voetbalvereniging VOB,3043 XM,472,1694,3,16,137,65,,112,,,24,27,,,60,,,,,,,,,,,,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB118,Stembureau Huis van de Wijk De Kip,3011 RS,1157,2779,9,39,138,261,,345,,,64,65,,,216,,,,,,,,,,,,39,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB119,Stembureau De Hoeksteen,3067 GZ,324,1021,4,7,83,34,,55,,,17,20,,,86,,,,,,,,,,,,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB120,Stembureau Gemeentelocatie Noord,3037 BT,1054,1899,14,55,79,142,,372,,,75,51,,,269,,,,,,,,,,,,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB121,Stembureau Basisschool De Kleine Prins,3066 JG,643,1441,5,20,112,123,,174,,,44,32,,,123,,,,,,,,,,,,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB123,Stembureau Bibliotheek,3011 PV,1262,2867,8,31,77,333,,417,,,83,68,,,234,,,,,,,,,,,,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB124,Stembureau Opstandingskerk,3037 AS,551,894,3,11,24,91,,203,,,38,12,,,121,,,,,,,,,,,,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB125,Stembureau Huis van de Wijk Post West,3022 SM,769,2678,10,80,52,59,,257,,,59,31,,,247,,,,,,,,,,,,45,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB126,Stembureau Oosterwiek,3067 EZ,636,1879,4,17,170,82,,116,,,41,43,,,128,,,,,,,,,,,,39,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB127,Stembureau Laurens Den Hoogenban,3042 NM,444,1448,6,10,102,59,,91,,,33,38,,,90,,,,,,,,,,,,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB128,Stembureau Youngsters jongerenvoorziening,3068 GV,981,2627,14,31,209,114,,232,,,67,55,,,229,,,,,,,,,,,,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB129,Stembureau Squash Centrum Ommoord,3068 SB,693,2167,12,3,113,117,,152,,,59,64,,,120,,,,,,,,,,,,42,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB130,Stembureau Recreatiecentrum Oostervant,3021 PT,1117,2023,13,40,45,135,,449,,,79,53,,,300,,,,,,,,,,,,34,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB132,Stembureau Basisschool Het Spectrum,3059 PN,970,1762,1,7,93,325,,196,,,61,87,,,94,,,,,,,,,,,,73,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB134,Stembureau Huize Nieuw Kellogg,3068 XK,383,1093,3,12,112,54,,68,,,20,20,,,78,,,,,,,,,,,,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB136,Stembureau Gymnastieklokaal,3022 RP,505,2263,3,35,37,55,,159,,,31,35,,,157,,,,,,,,,,,,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB137,Stembureau Gymnastieklokaal,3042 EZ,636,2091,8,25,122,70,,144,,,49,27,,,185,,,,,,,,,,,,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB138,Stembureau Basisschool Emmaus,3022 SE,744,1559,11,45,33,75,,229,,,72,50,,,230,,,,,,,,,,,,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB139,Stembureau Gymnastieklokaal,3022 VR,876,2945,5,47,52,115,,332,,,72,56,,,216,,,,,,,,,,,,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB140,Stembureau Basisschool De Vierambacht,3023 TM,1117,2569,8,54,64,157,,435,,,79,35,,,265,,,,,,,,,,,,53,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB141,Stembureau Te Hoogerbrugge I,3069 KG,639,864,4,6,107,128,,143,,,39,71,,,79,,,,,,,,,,,,45,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB142,Stembureau Pniël,3062 AB,1222,2398,8,21,41,454,,345,,,55,121,,,155,,,,,,,,,,,,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB144,Stembureau Wartburg College,3068 HR,727,2186,7,13,171,79,,185,,,33,40,,,130,,,,,,,,,,,,57,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB145,Stembureau Sporthal Schuttersveld,3034 AE,569,2131,5,41,91,53,,120,,,22,32,,,214,,,,,,,,,,,,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB146,Stembureau Basisschool Minister Marga Klompé,3068 JD,368,640,2,6,94,50,,85,,,20,16,,,75,,,,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotterdam,0599,0599::SB147,Stembureau De State Hillegersberg-Schiebroek,3055 JD,608,912,3,3,51,222,,183,,,24,42,,,55,,,,,,,,,,,,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
